name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,ward,latitude,longitude,contact_name,additional_contact_name,easting,northing,runtime
Hawksley Court  Community Centre,Hawksley Road,Hackney,NA,Hackney,,10008244157,E09000012,Clissold,E05009369,E05009369,51.55872079766291,-0.08021691853177182,,,533067.6801147982,186225.91009519994,11/20/2022
Rhodes Est Community Centre,Carlisle Walk,Hackney,NA,Hackney,,10008244242,E09000012,Dalston,E05009370,E05009370,51.54491129814399,-0.0711296451054986,,,533738.0001221001,184707.00012210011,11/20/2022
Cranston Estate Community Centre,Cranston Estate,Hackney,NA,Hackney,,10008300258,E09000012,Hoxton West,E05009378,E05009378,51.53212974436324,-0.08474894487831904,,,532831.0001221001,183261.00012210011,11/20/2022
Nightingale Partnership Residents Association,18 Olympus Square,Hackney,NA,Hackney,,10008305054,E09000012,Hackney Downs,E05009373,E05009373,51.55635166591788,-0.05970945400560733,,,534496.0001221001,186000.00012210011,11/20/2022
The Mount Community Centre,21 Mount Pleasant Lane,Hackney,NA,Hackney,,10008305126,E09000012,Springfield,E05009383,E05009383,51.56315704698554,-0.05574012724859899,,,534751.0001221001,186764.00012210011,11/20/2022
Arden Estate Community Centre,Regan Way,Hackney,NA,Hackney,,10008308464,E09000012,Hoxton East & Shoreditch,E05009377,E05009377,51.53204989449937,-0.07931599614174378,,,533208.0001221001,183262.00012210011,11/20/2022
Geffrye  Community Centre,Falkirk Street,Hackney,NA,Hackney,,10008309530,E09000012,Hoxton East & Shoreditch,E05009377,E05009377,51.53056181503833,-0.07796553450510879,,,533306.0001221001,183099.00012210011,11/20/2022
Aspland & Marcon ,Amhurst Road,Hackney,NA,Hackney,,10008309531,E09000012,Hackney Central,E05009372,E05009372,51.548086486064264,-0.056988652287234196,,,534709.0001221001,185086.00012210011,11/20/2022
Ben Simons Community Centre,Bethune Road,Hackney,NA,Hackney,,10008309532,E09000012,Woodberry Down,E05009387,E05009387,51.57162020709844,-0.0814295461010947,,,532946.0001221001,187658.00012210011,11/20/2022
Wilton Est Community Centre,Greenwood Road,Hackney,NA,Hackney,,10008309537,E09000012,Hackney Central,E05009372,E05009372,51.54431678199121,-0.06234184591133611,,,534349.0001221001,184657.00012210011,11/20/2022
York Row ,Geffrye Street,Hackney,NA,Hackney,,10008309538,E09000012,Haggerston,E05009375,E05009375,51.53332381713762,-0.07473438757709101,,,533522.0001221001,183412.00012210011,11/20/2022
Wenlock  Community Centre,9-13 Cropley Street,Hackney,NA,Hackney,,10008310375,E09000012,Hoxton West,E05009378,E05009378,51.53087094665821,-0.08807501597944224,,,532604.0001221001,183115.00012210011,11/20/2022
Provost Community Centre,Provost Estate,Hackney,NA,Hackney,,10008318506,E09000012,Hoxton West,E05009378,E05009378,51.530283768143,-0.08736423516952803,,,532655.0001221001,183051.00012210011,11/20/2022
The Beckers Community Centre,Rectory Road,Hackney,NA,Hackney,,10008318636,E09000012,Hackney Downs,E05009373,E05009373,51.5555914873632,-0.06625938027405177,,,534044.2501221001,185903.45007319748,11/20/2022
Joseph Court,Amhurst Park,Hackney,NA,Hackney,,10008318638,E09000012,Woodberry Down,E05009387,E05009387,51.574506615220564,-0.07701954961753646,,,533243.120117195,187986.9700927958,11/20/2022
Pitcairn House ,St Thomass Square,Hackney,NA,Hackney,,10008318640,E09000012,Homerton,E05009376,E05009376,51.54217583533802,-0.052538529308595386,,Anne-Marie Joseph,535035.0001221001,184437.00012210011,11/20/2022
Lordship North Community Centre,Lordship Road,Hackney,NA,Hackney,,10008323652,E09000012,Stamford Hill West,E05009384,E05009384,51.56823652380188,-0.08578208223093342,,Anne-Marie Joseph,532654.2700805962,187273.86010739952,11/20/2022
Peter Collins Community Centre,Hindhead Close,Hackney,NA,Hackney,,10008331943,E09000012,Stamford Hill West,E05009384,E05009384,51.56819592043453,-0.07497860947699345,,,533403.0001221001,187289.00012210011,11/20/2022
Elsdale OAP Club,Elsdale Street,Hackney,NA,Hackney,,10008341872,E09000012,Homerton,E05009376,E05009376,51.54275112030703,-0.04900231324242803,,,535278.4700927958,184507.50012210011,11/20/2022
The Bell Club,140 Pitfield Street,Hackney,NA,Hackney,,10008344396,E09000012,Hoxton East & Shoreditch,E05009377,E05009377,51.53039539915847,-0.08105569623441491,,,533092.1801147982,183074.87011719495,11/20/2022
Fellows Court,Weymouth Terrace,Hackney,NA,Hackney,,100022992362,E09000012,Haggerston,E05009375,E05009375,51.53309552519968,-0.07123990232255624,,,533765.0001221001,183393.00012210011,11/20/2022
Jack Watts Community Centre,10 Detmold Road,Hackney,NA,Hackney,,100023006552,E09000012,Lea Bridge,E05009380,E05009380,51.5629771893344,-0.05140444898030274,,,535052.0001221001,186752.00012210011,11/20/2022
Radley & Southwold Community Centre,45 Southwold Road,Hackney,NA,Hackney,,100023006567,E09000012,Lea Bridge,E05009380,E05009380,51.562700255355914,-0.048270624407371135,,,535270.0001221001,186727.00012210011,11/20/2022
Kier Hardie Community Centre,Springfield,Hackney,NA,Hackney,,100023007656,E09000012,Springfield,E05009383,E05009383,51.56737854437196,-0.0592110785904493,,,534498.0001221001,187227.00012210011,11/20/2022
Warburton & Darcy Community Centre,Warburton Street,Hackney,NA,Hackney,,100023016210,E09000012,London Fields,E05009381,E05009381,51.53821799012063,-0.057380209167939226,,,534711.0001221001,183988.00012210011,11/20/2022
Colville Community Centre,35 Branch Place,Hackney,NA,Hackney,,100023135173,E09000012,Hoxton East & Shoreditch,E05009377,E05009377,51.53660658103953,-0.08242662954407969,,,532979.0001221001,183763.00012210011,11/20/2022
Defoe Small Blocks,Defoe Road,Hackney,NA,Hackney,,100023155049,E09000012,Stoke Newington,E05009385,E05009385,51.56062124372059,-0.07759275818989146,,,533244.0001221001,186442.00012210011,11/20/2022
Mountford Estate ,Downs Park Road,Hackney,NA,Hackney,,100023545479,E09000012,Hackney Central,E05009372,E05009372,51.55046711794445,-0.06662458989542024,,,534034.0001221001,185333.00012210011,11/20/2022
Shrubland Community Centre,Shrubland Road,Hackney,NA,Hackney,,200001073573,E09000012,Haggerston,E05009375,E05009375,51.53805427579844,-0.06488653566945084,,,534191.0001221001,183956.00012210011,11/20/2022
Burma Court Community Centre,Burma Road,Hackney,NA,Hackney,,200002797978,E09000012,Clissold,E05009369,E05009369,51.55508139993336,-0.0877512784951524,,,532556.0701293945,185807.5601195991,11/20/2022
Morland Hall,Richmond Road,Hackney,NA,Hackney,,10008240743,E09000012,London Fields,E05009381,E05009381,51.54263347703221,-0.061706623893394284,,,534398.0001221001,184471.00012210011,11/20/2022
Kingsgate Community Hall,Tottenham Road,Hackney,NA,Hackney,,10008241541,E09000012,De Beauvoir,E05009371,E05009371,51.54447948063594,-0.07692812116293006,,,533337.2600707933,184648.40008549392,11/20/2022
Yorkshire Grove Hall,20 Gunstor Road,Hackney,NA,Hackney,,10008242273,E09000012,Stoke Newington,E05009385,E05009385,51.556247491375295,-0.07686827997699179,,,533307.0001221001,185957.00012210011,11/20/2022
Banister House,Homerton High Street,Hackney,NA,Hackney,,10008242329,E09000012,Homerton,E05009376,E05009376,51.547898741282324,-0.0429900052208736,,,535680.0001221001,185091.00012210011,11/20/2022
Jack Dunning Hall,6 Furrow Lane,Hackney,NA,Hackney,,10008242350,E09000012,Homerton,E05009376,E05009376,51.54847899498408,-0.04629644842191648,,,535449.0601195991,185149.3900756985,11/20/2022
Nye Bevan Hall,Nye Bevan Estate,Hackney,NA,Hackney,,10008243115,E09000012,King's Park,E05009379,E05009379,51.55614770636348,-0.039915556188983965,,,535868.5501098931,186013.91009519994,11/20/2022
Lea View Hall,Springfield,Hackney,NA,Hackney,,10008243441,E09000012,Springfield,E05009383,E05009383,51.56750116670093,-0.05683914481583381,,,534662.0001221001,187245.00012210011,11/20/2022
Wrens Park Hall,Warwick Grove,Hackney,NA,Hackney,,10008243806,E09000012,Springfield,E05009383,E05009383,51.56537047982905,-0.05417377912290358,,,534853.0001221001,187013.00012210011,11/20/2022
Kings Crescent Community Hall (Vince Murrain),Queens Drive,Hackney,NA,Hackney,https://www.hackney.gov.uk/community-hall-hire,10008244239,E09000012,Brownswood,E05009367,E05009367,51.56164896569053,-0.09174621186533351,Community Projects Team,,532260.1101073995,186530.5800780952,11/20/2022
Regents Hall,60 Brougham Road,Hackney,NA,Hackney,,10008293959,E09000012,London Fields,E05009381,E05009381,51.53689481915845,-0.06166205025595523,,,534418.0001221001,183833.00012210011,11/20/2022
Whiston and Goldsmiths Hall,Goldsmiths Row,Hackney,NA,Hackney,,10008309536,E09000012,Haggerston,E05009375,E05009375,51.53319913251704,-0.0617037110629058,,,534426.0001221001,183422.00012210011,11/20/2022
New Kingshold Community Centre,49 Ainsworth Road,Hackney,NA,Hackney,,10008311816,E09000012,Victoria,E05009386,E05009386,51.53840326147408,-0.04825735124191888,,,535343.0200805962,184025.44012449682,11/20/2022
Vi Forrester Hall,5 Gilpin Road,Hackney,NA,Hackney,https://hackney.gov.uk/article/3879/Community-hall-hire,10008318505,E09000012,King's Park,E05009379,E05009379,51.554484106180965,-0.03798648433142856,Community Halls Team,,536007.2200927958,185832.5200805962,11/20/2022
Fawcett Estate Hall,Clapton Common,Hackney,NA,Hackney,,10008318639,E09000012,Springfield,E05009383,E05009383,51.56843245863367,-0.0596163047929716,,Anne-Marie Joseph,534466.8101195991,187343.44012449682,11/20/2022
Herbert Butler Hall,Mabley Street,Hackney,NA,Hackney,,10008318641,E09000012,Hackney Wick,E05009374,E05009374,51.5488163235037,-0.03503114156990194,,Anne-Marie Joseph,536229.0001221001,185207.82012939453,11/20/2022
Haydon Hall  ,Southill Lane,Hillingdon,NA,Hillingdon,,100023034945,E09000017,Eastcote and East Ruislip,E05000329,E05000329,51.58803727431456,-0.40470378435121757,,,510506.5501098931,188945.25012210011,11/20/2022
Haggerston Community Centre,8 Lovelace Street,Hackney,NA,Hackney,https://www.haggerstoncc.com/,10008330088,E09000012,Haggerston,E05009375,E05009375,51.53695843074487,-0.07158291092466149,,,533729.8900756985,183821.8900756985,11/20/2022
Gascoyne Community Centre,Gascoyne Road,Hackney,NA,Hackney,http://www.hmp.org.uk/copy-of-services,10008342233,E09000012,Hackney Wick,E05009374,E05009374,51.54119077437436,-0.03706520098301008,,,536110.7501221001,184356.15008549392,11/20/2022
Nisbet Hall,Homerton High Street,Hackney,NA,Hackney,,10008310386,E09000012,Homerton,E05009376,E05009376,51.546864817605226,-0.03924069333011458,,,535943.0001221001,184983.00012210011,11/20/2022
Webb Estate Community Centre,Clapton Common,Hackney,NA,Hackney,,100023648572,E09000012,Springfield,E05009383,E05009383,51.57006650028419,-0.06131910479951993,,,534344.0001221001,187522.00012210011,11/20/2022
William Church TRA Hall ,60 Lime Grove,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34119379,E09000013,Shepherd's Bush Green,E05000263,E05000263,51.502457592664086,-0.22640851693476857,,,523087.0001221001,179714.00012210011,11/20/2022
St Peter's Terrace Residents Association Rooms,St Peter'S Terrace,Hammersmith And Fulham,NA,Hammersmith and Fulham,http://www.spraweb.net/index.html,34133232,E09000013,Munster,E05000257,E05000257,51.47859699031031,-0.20683925307267745,,,524510.0001221001,177094.00012210011,11/20/2022
Kathy Dolan Centre ,78 White City Close,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34135006,E09000013,College Park and Old Oak,E05000253,E05000253,51.51045560415566,-0.22540606228878346,,,523135.0001221001,180605.00012210011,11/20/2022
Philpot Square Residents Hall,Philpot Square,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34136875,E09000013,Sands End,E05000262,E05000262,51.465931126481344,-0.19025890391020514,,,525696.0001221001,175714.00012210011,11/20/2022
Rene Davis Memorial Hall ,Laundry Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34138852,E09000013,Fulham Reach,E05000255,E05000255,51.48332783569791,-0.21215609137441208,,,524128.0001221001,177611.00012210011,11/20/2022
Maystar Estate Residents Hall,Sun Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34140274,E09000013,North End,E05000258,E05000258,51.487185921522965,-0.20390927191436842,,,524690.0001221001,178054.00012210011,11/20/2022
Woodmans Mews TRA Hall,Woodmans Mews,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34140969,E09000013,College Park and Old Oak,E05000253,E05000253,51.51895035091345,-0.2269210262602374,,,523007.0001221001,181547.00012210011,11/20/2022
Springvale Estate Residents Hall,Blythe Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34141098,E09000013,Avonmore and Brook Green,E05000252,E05000252,51.49674100800208,-0.21240927765122625,,,524074.0001221001,179102.00012210011,11/20/2022
Robert Owen Residents Hall,Fulham Palace Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34141099,E09000013,Palace Riverside,E05000259,E05000259,51.47677547508534,-0.21595528726703458,,,523882.0001221001,176876.00012210011,11/20/2022
Tudor Rose ,Fulham Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34150881,E09000013,Town,E05000264,E05000264,51.476468614149454,-0.19707167835101533,,,525194.0001221001,176874.00012210011,11/20/2022
West Kensington Community Hall,80 Lillie Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,www.creightonhouse.co.uk,34070106,E09000013,North End,E05000258,E05000258,51.48552591579122,-0.19946574986831445,,,525003.0001221001,177877.00012210011,11/20/2022
White City Community Centre,India Way,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34128630,E09000013,Wormholt and White City,E05000265,E05000265,51.51121255659474,-0.2314589482305221,,,522713.0001221001,180679.00012210011,11/20/2022
Queen Caroline Estate Community Hall,Queen Caroline Street,Hammersmith And Fulham,NA,Hammersmith and Fulham,http://www.queencaroline.co.uk/,34141083,E09000013,Hammersmith Broadway,E05000256,E05000256,51.48944491397011,-0.22646702598497342,,,523118.0001221001,178267.00012210011,11/20/2022
Milton Road Community Centre,Milton Road,London Borough Of Haringey,NA,Haringey,,10003979907,E09000014,West Green,E05000282,E05000282,51.5882531141983,-0.09824167883579579,,,531733.0001221001,189477.00012210011,11/20/2022
Mitalee Centre,Stanley Road,London Borough Of Haringey,NA,Haringey,,10003982757,E09000014,St. Ann's,E05000277,E05000277,51.585627630890926,-0.09550727325900794,,,531930.0001221001,189190.00012210011,11/20/2022
Kurdish Advice Centre,1 Eastfield Road,London Borough Of Haringey,NA,Haringey,,10022939793,E09000014,Hornsey,E05000273,E05000273,51.58921576404642,-0.11946857300630555,,,530260.0001221001,189546.00012210011,11/20/2022
Park Lane Community Centre,46 Park Lane,London Borough Of Haringey,NA,Haringey,,100023163085,E09000014,Northumberland Park,E05000276,E05000276,51.60164021905645,-0.06333936391477268,,,534111.0001221001,191029.00012210011,11/20/2022
