name,address1,address2,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,address3,longitude,latitude,easting,northing,runtime
Waterloo East Theatre,19 Brad Street,,Lambeth,http://www.waterlooeast.co.uk,10000445872,E09000022,Bishop's,E05000416,,-0.11001128800792538,51.50406715666158,531048.3500486832,180149.20195690187,11/27/2022
St John's Smith Square,St John's Smith Square,,City of Westminster,https://www.sjss.org.uk,10033557786,E09000033,St. James's,E05000644,,-0.12708978168890295,51.49590592702461,529886.5910777537,179211.36510143284,11/27/2022
St John's Church,Grove Ln,,Kingston upon Thames,http://www.stjohnskingston.co.uk,128008048,E09000021,Grove,E05000408,,-0.30075420721479335,51.403085419888846,518074.22863535,168597.34220355743,11/27/2022
Theatre Royal Haymarket,18 Suffolk Street,,City of Westminster,http://www.trh.co.uk,100023605397,E09000033,St. James's,E05000644,,-0.13127992874291025,51.5086345259202,529559.6856260736,180619.09549431433,11/27/2022
Church Hall of the Church of the Holy Apostles,47 Cumberland Street,,City of Westminster,http://www.holyapostlespimlico.org,10033527293,E09000033,Warwick,E05000647,,-0.14335521293078882,51.48845780264726,528778.8316447362,178354.5185452635,11/27/2022
The Gallery at The Hospital Club,24 Endell Street,,Camden,http://www.thehospitalclub.com,5109164,E09000007,Holborn and Covent Garden,E05000138,,-0.12455228800557874,51.514894009012494,530008.5995027998,181326.96956582635,11/27/2022
Freed of London,94 St Martins Lane,,City of Westminster,,10033553950,E09000033,St. James's,E05000644,,-0.12721960185642112,51.51065608198686,529835.6292735115,180851.05559518695,11/27/2022
"Asylum, Caroline Gardens Chapel",12 Asylum Road,,Southwark,http://maverickprojects.co.uk/asylum/weddings/,200003492048,E09000028,Old Kent Road,E05011109,,-0.060530333142687874,51.478933571378334,534555.5397641148,177444.71065362584,11/27/2022
Kings Place,90 York Way,,Islington,http://www.kingsplace.co.uk,10012790864,E09000019,Caledonian,E05000368,,-0.12154839713330298,51.534998685683775,530159.5944749595,183567.5667772116,11/27/2022
The Vaults,7AD Leake St,,Lambeth,https://www.thevaults.london,10091121720,E09000022,Bishop's,E05000416,,-0.11528547932908231,51.501974877728024,530688.3950573453,179907.14249395317,11/27/2022
The Old Selfridges Hotel,1 Orchard Street,,City of Westminster,http://www.selfridges.com/GB/en/content/tags/old-selfridges-hotel-0,100023459642,E09000033,Marylebone High Street,E05000641,,-0.15281377383990036,51.51458707028285,528049.0294065177,181242.96183764725,11/27/2022
Landmark Arts Centre,1 Cloister Close,,Richmond upon Thames,http://www.landmarkartscentre.org,10024344794,E09000027,Teddington,E05000530,,-0.32462690336409294,51.428086704633984,516350.5854177215,171338.7552636462,11/27/2022
The Bussey Building AKA The CLF Art Cafe,133 Rye Lane,,Southwark,https://www.clfartcafe.org,200003393120,E09000028,Rye Lane,E05011113,,-0.06736342452229606,51.46993399944465,534107.6002968203,176431.60842115624,11/27/2022
Adelphi Theatre,1 Heathcock Ct,,City of Westminster,http://www.reallyusefultheatres.co.uk/our-theatres/adelphi/,10033579363,E09000033,St. James's,E05000644,,-0.1229477601778272,51.510102191659634,530133.5627571249,180797.06934897078,11/27/2022
Apollo Theatre,31 Shaftesbury Avenue,,City of Westminster,https://www.nimaxtheatres.com/apollo-theatre/,10033548808,E09000033,West End,E05000649,,-0.1333819899148108,51.51150070427263,529405.7255764761,180934.03469707898,11/27/2022
Bridewell Theatre,14 Bride Ln,,City and County of the City of London,http://www.sbf.org.uk/theatre,95511225,E09000001,Castle Baynard,E05009297,,-0.10502349280047492,51.51349204783571,531367.2944332145,181206.01379450312,11/27/2022
Shakespeare's Globe Theatre,21 New Globe Walk,,Southwark,http://www.shakespearesglobe.com,,,,,,-0.09657156024934022,51.50811239465346,531969.1534819565,180623.12584075326,11/27/2022
Rich Mix,35-47 Bethnal Green Road,,Tower Hamlets,https://www.richmix.org.uk,6150258,E09000030,Weavers,E05009335,,-0.07327520292405387,51.52435933520294,533537.8487533755,182471.72356113477,11/27/2022
Putney Arts Theatre,16 Ravenna Road,,Wandsworth,http://www.putneyartstheatre.org.uk,100023314898,E09000032,East Putney,E05000613,,-0.22022303889633024,51.46128656856928,523517.04018955294,175201.03397316666,11/27/2022
"Michaelis Theatre, Roehampton University",85 Roehampton Lane,,Wandsworth,,10033238647,E09000032,Roehampton and Putney Heath,E05000621,,-0.24726950659856095,51.456100388825426,521652.4839028856,174579.0951271059,11/27/2022
Dragon Hall ,17 Stukeley Street,,Camden,https://www.dragonhall.org.uk/main-hall/,5128852,E09000007,Holborn and Covent Garden,E05000138,,-0.12266501275798312,51.516626397453685,530134.5747535961,181522.9352386092,11/27/2022
Westminster Kingsway College Theatre,211 Gray's Inn Road,,Camden,http://www.westking.ac.uk/subject/performing-arts/,5155126,E09000007,King's Cross,E05000141,,-0.11876765409847068,51.52690563025228,530375.5351019538,182672.73149009288,11/27/2022
Poplar Union,2 Cotall St,,Tower Hamlets,https://poplarunion.com,6194894,E09000030,Lansbury,E05009325,,-0.022982609701648768,51.515599733128866,537052.0760375387,181590.9115676905,11/27/2022
"The Pit, Barbican Centre",1C Silk St,,City and County of the City of London,http://www.barbican.org.uk/theatre,95512046,E09000001,Cripplegate,E05009302,,-0.09410454151200137,51.519962269135135,532106.0021516739,181945.0463015925,11/27/2022
Soho Theatre,21 Dean Street,,City of Westminster,http://www.sohotheatre.com,100023472522,E09000033,West End,E05000649,,-0.13274033925666415,51.51450305314165,529441.7240242634,181268.9723855179,11/27/2022
Danceworks,"16 Balderton Street,",,City of Westminster,http://danceworks.net,100023474423,E09000033,West End,E05000649,,-0.15245246485470965,51.513187512956634,528078.0201306919,181087.99136321066,11/27/2022
Wilton's Music Hall,1 Graces Alley,,Tower Hamlets,http://www.wiltons.org.uk,6006845,E09000030,Whitechapel,E05009336,,-0.06693794829680935,51.51061305202626,534017.7196860514,180955.02048521588,11/27/2022
Chicken Shed,290 Chase Side,,Enfield,http://www.chickenshed.org.uk,207078080,E09000010,Cockfosters,E05000196,,-0.1452419252578886,51.64443614308683,528208.0088384338,195692.88667051832,11/27/2022
Electric Brixton,Town Hall Parade,,Lambeth,http://electricbrixton.uk.com,200000455751,E09000022,Brixton Hill,E05000417,,-0.11683360475708353,51.46019347340544,530700.5207952466,175259.17251036473,11/27/2022
Hackney Empire,291 Mare Street,,Hackney,https://hackneyempire.co.uk/hire/spaces/,100023014084,E09000012,Hackney Central,E05009372,,-0.05547786117844201,51.54552161556345,534709.5963479362,184857.10980894725,11/27/2022
ACS Dance Centre,66 Albert Rd,,Havering,http://www.anthonycliffordstudios.co.uk,100023211192,E09000016,Romford Town,E05000319,,0.1899065102180928,51.573604486378414,551625.6230400902,188460.14463760133,11/27/2022
Landor Theatre,70 Landor Pub,,Lambeth,http://www.thelandorpub.com,100021861916,E09000022,Larkhall,E05000425,,-0.126053012785492,51.46566493006136,530044.6534394952,175851.0550070273,11/27/2022
The Saw Swee Hock Centre - Weston Studio,1 Portugal Street,,City of Westminster,https://sawsweehockcentre.com,10033621876,E09000033,St. James's,E05000644,,-0.11757262192671056,51.51463832894062,530493.4916933503,181310.9795169924,11/27/2022
London Metropolitan University Graduate Centre,182-198 Holloway Rd,,Islington,http://www.londonmet.ac.uk/contact-us/how-to-find-us/tower-building/graduate-centre/,5300047823,E09000019,Highbury West,E05000373,,-0.11035420323320108,51.55147327374649,530888.4504749835,185419.20454365067,11/27/2022
Kenneth More Theatre,Kenneth More Road,,Redbridge,www.kmtheatre.co.uk/hire-us/,100023043000,E09000026,Ilford Town,E05011246,,0.07524058428155188,51.55867744085837,543729.2793140266,186568.74885696132,11/27/2022
Pinner Village Hall,11 Chapel Lane,,Harrow,https://www.pinnervillagehall.org.uk,200000320298,E09000015,Pinner South,E05000298,,-0.384014347429379,51.59325662585529,511817.562565395,189610.10382156254,11/27/2022
The Space,269 West Ferry Road,,Tower Hamlets,http://www.space.org.uk,6060149,E09000030,Island Gardens,E05009324,,-0.024198972590448294,51.49216667255609,537038.0064163918,178983.36308824475,11/27/2022
Lift Islington - Platform Theatre,2 Tiltman Place,,Islington,http://www.platformislington.org.uk,10012794343,E09000019,Finsbury Park,E05000371,,-0.1157416039179951,51.5614248705854,530486.5257491982,186515.99107545655,11/27/2022
Etcetera Theatre,265 Camden High Street,,Camden,http://www.etceteratheatre.com,5007472,E09000007,Camden Town with Primrose Hill,E05000130,,-0.14427595699830242,51.54059408718844,528567.9596401856,184149.43237074,11/27/2022
Royal Academy of Dramatic Art,16-22 Chenies Street,,Camden,https://www.rada.ac.uk,5136140,E09000007,Bloomsbury,E05000129,,-0.13226278954051948,51.520889276612664,529456.7322331958,181979.84128695092,11/27/2022
Tristan Bates Theatre (TBT),1a Tower Street,,Camden,https://www.tristanbatestheatre.co.uk,5077305,E09000007,Holborn and Covent Garden,E05000138,,-0.12830478490353764,51.513362229693506,529752.6530142582,181149.99884691846,11/27/2022
Watermans Arts Centre,40 High Stree,,Hounslow,https://www.watermans.org.uk,100023407377,E09000018,Brentford,E05000347,,-0.29804237060391664,51.485768357508256,518049.17845020886,177794.40794052195,11/27/2022
New Wimbledon Theatre,93 The Broadway,,Merton,http://newwimbledontheatre.net,48008413,E09000024,Abbey,E05000455,,-0.2013651086568275,51.4191464411273,524941.8232362485,170547.90055142756,11/27/2022
Sadler's Wells Theatre,177 Rosebery Ave,,Islington,http://www.sadlerswells.com,5300080047,E09000019,Clerkenwell,E05000370,,-0.1062646136474187,51.52942925041774,531235.3477497051,182975.6838956953,11/27/2022
Uxbridge College,34 College Way,,Hillingdon,https://www.uxbridge.ac.uk,10003002623,E09000017,Townfield,E05000339,,-0.41143005716239356,51.51627879992962,510104.8735091651,181009.75590109418,11/27/2022
Unicorn Theatre,147 Tooley Street,,Southwark,unicorn theatre,10009804074,E09000028,London Bridge & West Bermondsey,E05011104,,-0.08063989503420484,51.50384192911409,533086.9005339423,180177.21196973388,11/27/2022
The Gate Theatre,11 Pembridge Road,,Kensington and Chelsea,https://www.gatetheatre.co.uk/?spektrix_bounce=true,217065685,E09000020,Pembridge,E05009400,,-0.19766381903472255,51.50952947222264,524951.6968687112,180603.0460506056,11/27/2022
London Dance Academy,51 Central Street,,Islington,http://londondanceacademy.co.uk,5300017733,E09000019,Bunhill,E05000367,,-0.09662222324864979,51.5255591465995,531915.192546338,182562.76120298408,11/27/2022
Hoxton Hall,130 Hoxton Street,,Hackney,www.hoxtonhall.co.uk/category/hire/,100023135707,E09000012,Hoxton East & Shoreditch,E05009377,,-0.07998379986653217,51.53177145307153,533050.9666857935,183283.56878781872,11/27/2022
Arcola,24 Ashwin Street,,Hackney,http://www.arcolatheatre.com,10008321023,E09000012,Dalston,E05009370,,-0.0749473466957685,51.54691315471493,533355.8920249861,184976.146726495,11/27/2022
Bhavan Centre,4a Castletown Road,,Hammersmith and Fulham,http://www.bhavan.net,34140084,E09000013,North End,E05000258,,-0.20704343271466347,51.4897635033675,524354.7917425205,178389.45781044482,11/27/2022
The Tabard Theatre,2 Bath Road,,Hounslow,http://www.tabardtheatre.co.uk,200002818754,E09000018,Chiswick Homefields,E05000348,,-0.2546414211946523,51.49569248973641,521035.460042817,178968.76989342878,11/27/2022
Chisenhale Dance Space,64-84 Chisenhale Road,,Tower Hamlets,http://www.chisenhaledancespace.co.uk,6719953,E09000030,Bow West,E05009320,London,-0.03970815386188454,51.533088028168955,535839.8205948127,183503.96750822215,11/27/2022
Polka Theatre for Children,240 The Broadway,,Merton,https://polkatheatre.com/home/about-us/contact-us/,48008566,E09000024,Trinity,E05000471,,-0.19497580578680376,51.41973108424873,525384.365001612,170623.828719744,11/27/2022
Studio Wayne McGregor,14 East Bay lane,,Hackney,http://waynemcgregor.com,10008348301,E09000012,Hackney Wick,E05009374,,-0.02406695893096881,51.54744384582722,536881.2423369922,185129.2283676379,11/27/2022
Stratford Circus,Theatre Square,,Newham,https://stratford-circus.com,10008996899,E09000025,Stratford and New Town,E05000492,,0.0017436141571047386,51.542716602881285,538684.7104558783,184652.34545708826,11/27/2022
Clean Break,2 Patshull Road,,Camden,http://www.cleanbreak.org.uk,5001418,E09000007,Cantelowes,E05000131,,-0.14067230087363894,51.54692185614953,528799.9150585484,184859.3086025286,11/27/2022
West London University,St Mary's Rd,,Ealing,http://www.uwl.ac.uk,12153715,E09000009,Ealing Common,E05000174,,-0.30468838817849886,51.50656546830447,517534.3111323564,180095.9682687649,11/27/2022
Brentside,377 Greenford Avenue,,Ealing,http://www.brentsidehigh.ealing.sch.uk,12141082,E09000009,Hobbayne,E05000180,,-0.33995692960790874,51.52655631417004,515036.92637248,182262.47095681867,11/27/2022
Union Theatre,204 Union Street,,Southwark,https://www.unicorntheatre.com,200003354927,E09000028,Borough & Bankside,E05011095,,-0.1019116971531961,51.50375650771803,531611.2258208988,180129.21309753053,11/27/2022
Harrow Arts Centre,171 Uxbridge Road,,Harrow,,200000319916,E09000015,Hatch End,E05000291,,-0.3638031612556714,51.60848854476744,513179.3026930188,191334.81759205525,11/27/2022
The Young Vic,66 The Cut,,Lambeth,https://www.youngvic.org,100023226258,E09000022,Bishop's,E05000416,,-0.10729184890900656,51.50327690512558,531239.3067050535,180066.21983987192,11/27/2022
"The Old Church , Stoke Newington",207B Church Street,,Hackney,http://theoldchurch.org.uk,100021076029,E09000012,Clissold,E05009369,,-0.08488074761027248,51.560412014527095,532627.9924001843,186458.881108077,11/27/2022
Oxford House Theatre,87 Derbyshire Street,,Tower Hamlets,http://www.oxfordhouse.org.uk,6089004,E09000030,St. Peter's,E05009331,,-0.06148404706213619,51.526368052162184,534349.6853817301,182716.6300953008,11/27/2022
Churchill Theatre: Magpie Dance,118 High Street,,Bromley,http://www.magpiedance.org.uk,100022886981,E09000006,Bromley Town,E05000109,,0.01447424710333657,51.403764998095454,539992.2625834523,169228.39725823456,11/27/2022
Higham Hill Hub,Higham Hill Park,Hecham Close,Waltham Forest,http://highamhillhub.org.uk,10091185782,E09000031,Higham Hill,E05000600,,-0.03758074921719074,51.59712881551122,535796.0799918036,190627.8208149533,11/27/2022
